MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
107,-20,0,40,squared_error,3,2.75,10
105.93,-20,0,190,squared_error,18,4.25,6
106.87,-20,0,130,squared_error,1,0.75,15
106.59,-20,0,170,squared_error,17,4.25,13
0,0,100,180,absolute_error,17,6.75,14
107.03,-20,0,200,squared_error,19,4.25,1
106.46,-20,0,130,squared_error,3,2.5,17
106.44,-20,0,30,poisson,6,9.25,10
0,0,100,190,absolute_error,8,8.25,2
106.44,-20,0,90,squared_error,8,5.5,4
106.42,-20,0,80,squared_error,13,6,17
106,-20,0,10,poisson,1,5.5,9
106.49,-20,0,190,squared_error,9,3.5,5
106,-20,0,40,squared_error,1,0.25,19
106.78,-20,0,120,poisson,5,6.5,10
106.89,-20,0,150,poisson,2,6.25,9
105.96,-20,0,180,poisson,19,0.5,6
107.02,-20,0,190,squared_error,10,3.75,2
106.21,-20,0,160,squared_error,1,4.5,8
106.81,-20,0,180,poisson,10,1.25,10
0,0,100,40,absolute_error,5,9.5,16
106.53,-20,0,190,poisson,1,2.75,14
106.77,-20,0,200,squared_error,9,5,5
106.95,-20,0,140,poisson,5,6,3
109.33,-20,0,60,squared_error,20,6,3
108.2,-20,0,100,poisson,6,3.5,2
0,0,100,110,absolute_error,12,3.5,11
107.44,-20,0,60,squared_error,17,1.5,18
0,0,100,120,absolute_error,2,2.5,11
0,0,100,170,absolute_error,13,8,18
106.44,-20,0,30,squared_error,11,6.75,1
104.67,-20,0,10,squared_error,1,6.75,5
106.67,-20,0,150,squared_error,12,1.5,1
106,-20,0,20,squared_error,16,2.25,3
106,-20,0,50,squared_error,4,4.5,7
106.31,-20,0,150,squared_error,14,5.5,18
106.33,-20,0,120,squared_error,1,4.75,3
0,0,100,140,absolute_error,8,6.25,14
106.83,-20,0,80,squared_error,16,9.25,20
0,0,100,160,absolute_error,1,7,9
0,0,100,50,absolute_error,9,2,5
0,0,100,110,absolute_error,4,2.5,18
107.33,-20,0,70,poisson,16,4.5,14
106.19,-20,0,180,poisson,12,1.25,11
0,0,100,10,absolute_error,5,8.5,19
108.67,-20,0,30,squared_error,20,3.75,19
106.73,-20,0,100,squared_error,6,3.75,1
0,0,100,100,absolute_error,13,3.25,13
105.33,-20,0,100,poisson,16,4.75,11
105.67,-20,0,20,squared_error,16,7,10
106.3,-20,0,180,poisson,18,8.75,3
107.22,-20,0,120,poisson,18,2.75,2
106.55,-20,0,170,poisson,14,10,2
0,0,100,60,absolute_error,17,9,5
104,-20,0,10,poisson,11,3.75,2
0,0,100,140,absolute_error,17,1.75,13
0,0,100,70,absolute_error,18,4,7
105.19,-20,0,90,poisson,10,2,7
106.89,-20,0,120,squared_error,3,2,1
106.48,-20,0,140,squared_error,15,0.25,15
106.12,-20,0,170,poisson,18,3,1
0,0,100,200,absolute_error,18,0.5,15
107.4,-20,0,190,poisson,4,6.5,17
105.67,-20,0,100,squared_error,18,7.5,19
106.33,-20,0,40,poisson,12,3,13
0,0,100,90,absolute_error,12,5,15
0,0,100,10,absolute_error,11,5.25,7
0,0,100,70,absolute_error,7,5.25,2
109.11,-20,0,30,squared_error,4,6.75,7
107.56,-20,0,30,squared_error,3,5.25,5
106.67,-20,0,90,poisson,16,8,10
0,0,100,150,absolute_error,7,4.25,12
0,0,100,140,absolute_error,18,4.75,14
106.04,-20,0,160,squared_error,5,8,5
107.33,-20,0,40,squared_error,19,3.5,15
0,0,100,120,absolute_error,4,7.25,3
107.07,-20,0,100,poisson,20,3,6
0,0,100,130,absolute_error,17,8,14
0,0,100,160,absolute_error,4,2.5,5
107.92,-20,0,160,squared_error,13,2.75,15
105.87,-20,0,100,poisson,3,4.5,11
106.03,-20,0,200,squared_error,12,0.75,16
106.41,-20,0,180,squared_error,13,1,12
108.44,-20,0,30,squared_error,9,9.75,6
108.67,-20,0,40,poisson,6,2.5,16
106.24,-20,0,140,squared_error,6,7,3
107,-20,0,60,poisson,2,6,12
0,0,100,80,absolute_error,3,8.5,12
107.21,-20,0,160,squared_error,18,5.75,10
0,0,100,120,absolute_error,19,2.5,17
0,0,100,180,absolute_error,10,1.5,9
106.29,-20,0,140,squared_error,6,1.25,5
106.27,-20,0,150,squared_error,13,6.25,5
0,0,100,110,absolute_error,12,4.75,17
0,0,100,130,absolute_error,9,9.75,8
107.33,-20,0,190,poisson,11,7.25,4
0,0,100,40,absolute_error,7,6.25,2
0,0,100,30,absolute_error,20,4.5,20
0,0,100,30,absolute_error,13,9.5,13
107.17,-20,0,80,poisson,20,6.25,5
0,0,100,110,absolute_error,10,4.5,15
107.33,-20,0,20,poisson,13,0,2
106.83,-20,0,40,squared_error,5,4.75,19
0,0,100,20,absolute_error,5,3,9
106.73,-20,0,100,squared_error,16,7.25,6
104.92,-20,0,80,squared_error,2,4.5,15
106,-20,0,10,squared_error,14,1.25,18
106,-20,0,50,squared_error,1,2,14
105.67,-20,0,60,squared_error,16,0,20
106.27,-20,0,150,poisson,20,1.75,5
107.58,-20,0,110,squared_error,9,1.5,4
103.67,-20,0,20,squared_error,9,8.25,18
0,0,100,10,absolute_error,5,7.5,18
106.55,-20,0,170,squared_error,20,9.25,13
0,0,100,110,absolute_error,11,5.25,20
106,-20,0,130,poisson,15,9.25,11
107.6,-20,0,50,poisson,2,9.75,5
108.67,-20,0,10,squared_error,10,6.75,2
106.67,-20,0,30,squared_error,3,1.25,8
