#
 0,           exploit,55,  0.00,  0.00, *----               |                   ,  0.00,  0.06
 0,           exploit,50,  0.00,  0.00, *----               |                   ,  0.00,  0.06
 0,           exploit,45,  0.00,  0.01, *----               |                   ,  0.00,  0.05
 0,            random,60,  0.00,  0.01, * ---               |                   ,  0.00,  0.03
 0,            random,50,  0.01,  0.01, * -                 |                   ,  0.00,  0.02
 0,           exploit,60,  0.01,  0.01, *-                  |                   ,  0.00,  0.03
#
 1,           EXPLORE,55,  0.01,  0.01, * -                 |                   ,  0.00,  0.03
 1,           exploit,25,  0.01,  0.00, *---                |                   ,  0.00,  0.06
 1,           exploit,35,  0.01,  0.01, * -                 |                   ,  0.00,  0.02
 1,            random,55,  0.01,  0.01, * -                 |                   ,  0.00,  0.02
 1,           EXPLORE,60,  0.01,  0.01, *  -----------------|                   ,  0.00,  0.11
#
 2,           EXPLORE,45,  0.01,  0.02, *  -----------------|                   ,  0.00,  0.21
 2,            random,45,  0.01,  0.01, *                   |                   ,  0.00,  0.03
 2,           exploit,20,  0.01,  0.01, *  --               |                   ,  0.00,  0.04
 2,           EXPLORE,25,  0.01,  0.02,  *  ----------      |                   ,  0.00,  0.11
 2,           exploit,30,  0.01,  0.02,  * -------          |                   ,  0.00,  0.06
 2,           exploit,40,  0.01,  0.01,   *--               |                   ,  0.00,  0.04
#
 3,            random,35,  0.01,  0.02,   *-----            |                   ,  0.00,  0.05
 3,            random,25,  0.02,  0.01,   *--               |                   ,  0.00,  0.04
 3,            random,40,  0.02,  0.01,   *                 |                   ,  0.00,  0.03
 3,           EXPLORE,40,  0.02,  0.02, -- * ---------------|--                 ,  0.00,  0.17
 3,           EXPLORE,30,  0.02,  0.01, -  *----------------|                   ,  0.00,  0.11
 3,           EXPLORE,50,  0.02,  0.03,    *  ------------- |                   ,  0.00,  0.12
 3,            random,30,  0.02,  0.02,    *--              |                   ,  0.00,  0.04
#
 4,            random,20,  0.02,  0.02, -  * -              |                   ,  0.00,  0.04
 4,           EXPLORE,20,  0.02,  0.02,    * ------         |                   ,  0.00,  0.13
#
 5,           EXPLORE,35,  0.02,  0.02, -- *  --------      |                   ,  0.00,  0.11
 5,               rrp,13,  0.04,  0.03, -     * ------------|                   ,  0.00,  0.11
#
 6,        baseline,3840,  0.11,  0.03,  --------------     *                   ,  0.00,  0.15
