#
 0,           exploit,55,  0.00,  0.00, *                   |                   ,  0.00,  0.08
#
 1,           exploit,60,  0.00,  0.00, *                   |                   ,  0.00,  0.04
 1,           exploit,50,  0.00,  0.00, *                   |                   ,  0.00,  0.00
 1,           exploit,30,  0.00,  0.00, *                   |                   ,  0.00,  0.02
#
 2,           exploit,35,  0.00,  0.00, *                   |                   ,  0.00,  0.03
#
 3,           exploit,45,  0.00,  0.00, *                   |                   ,  0.00,  0.01
 3,           exploit,25,  0.00,  0.00, *----               |                   ,  0.00,  0.08
 3,            random,40,  0.00,  0.00, *                   |                   ,  0.00,  0.01
 3,            random,45,  0.00,  0.00, *                   |                   ,  0.00,  0.01
 3,           exploit,40,  0.00,  0.00, *---                |                   ,  0.00,  0.04
 3,           EXPLORE,40,  0.00,  0.01, *-                  |                   ,  0.00,  0.03
 3,            random,55,  0.00,  0.00, *                   |                   ,  0.00,  0.00
 3,           EXPLORE,50,  0.00,  0.00, *                   |                   ,  0.00,  0.03
 3,           EXPLORE,45,  0.00,  0.00, *-                  |                   ,  0.00,  0.02
 3,           EXPLORE,30,  0.00,  0.00, *----               |                   ,  0.00,  0.05
#
 4,            random,50,  0.00,  0.00, *                   |                   ,  0.00,  0.01
 4,            random,35,  0.00,  0.00, *                   |                   ,  0.00,  0.03
 4,            random,30,  0.00,  0.00, *                   |                   ,  0.00,  0.00
 4,            random,60,  0.00,  0.00, *                   |                   ,  0.00,  0.01
 4,           exploit,20,  0.00,  0.01, *---                |                   ,  0.00,  0.05
#
 5,           EXPLORE,25,  0.00,  0.00, *                   |                   ,  0.00,  0.02
#
 6,           EXPLORE,60,  0.00,  0.00, *                   |                   ,  0.00,  0.01
 6,           EXPLORE,35,  0.00,  0.00, *--                 |                   ,  0.00,  0.03
 6,           EXPLORE,55,  0.00,  0.00, *                   |                   ,  0.00,  0.01
#
 7,            random,25,  0.00,  0.00, *                   |                   ,  0.00,  0.02
 7,            random,20,  0.00,  0.00, *-                  |                   ,  0.00,  0.02
 7,           EXPLORE,20,  0.00,  0.00, *-                  |                   ,  0.00,  0.05
 7,               rrp,13,  0.00,  0.00, *-------------------|                   ,  0.00,  0.31
#
 8,        baseline,3840,  0.15,  0.04, ---------------     *                   ,  0.00,  0.21
